,T,E
624,280.1954228513193,-30033.292228579063
625,319.57609131119295,-30033.00238263949
626,295.05320625321013,-30032.829739427423
627,302.9811498134129,-30032.96110942679
628,293.2899026149711,-30032.824672815837
629,308.21441371065754,-30032.436699497208
630,304.2508636721361,-30032.085847780778
631,313.2794688652115,-30032.08443290729
632,312.1026715307333,-30031.74840418424
633,282.6279403679544,-30032.487717949927
634,312.4692407877664,-30032.413134825907
635,309.4245346132922,-30032.670338698896
636,301.3377131540622,-30032.339786717148
637,300.25446003975327,-30032.61276454693
638,269.16839490368835,-30033.647927631355
639,279.8095090492858,-30033.7197749036
640,278.2279693854496,-30033.507072289805
641,273.0622527248579,-30033.734883963058
642,305.1508890640866,-30033.26663603037
643,310.64790115418197,-30032.819664796512
644,329.67736593825265,-30032.562236976057
645,329.027131434933,-30032.220952563333
646,311.38804719281393,-30032.95949904272
647,323.3775963656043,-30032.802568473973
648,306.0550089634901,-30032.949275787836
649,274.53857500305213,-30032.895510352602
650,324.41749401633774,-30032.86465101124
651,304.8202337093425,-30032.886170330657
652,305.32696607899317,-30033.027891166617
653,305.5974722549825,-30032.857115268318
654,303.45332837861827,-30033.08025031601
655,303.2907068978522,-30033.217098741505
656,286.4295738582736,-30033.5671974719
657,284.4920142786153,-30033.619189903824
658,269.56020265967635,-30034.292500656193
659,292.7837054483323,-30033.612626197257
660,305.5269854683433,-30033.700661478142
661,294.2051738972212,-30033.395707694275
662,297.60220324262616,-30033.198119271055
663,317.2865664368748,-30032.8150632399
664,313.5777790553762,-30033.54577947143
665,305.56287000241474,-30032.764224023955
666,309.07367851630505,-30032.923186839416
667,290.4883515578014,-30033.712560836677
668,300.41652382942146,-30033.380226837162
669,318.2774677838577,-30031.985783638094
670,330.78871367736576,-30031.792468146366
671,350.94051504961976,-30031.64195190094
672,307.01354255393255,-30031.915721361143
673,313.86822899889904,-30031.929196110475
674,289.1698583112967,-30032.364423710213
675,274.18857589897647,-30033.26161847435
676,294.7650676699085,-30033.067359175246
677,305.4298548045738,-30032.755806433346
678,290.430676923162,-30033.079226575646
679,308.6012271590573,-30032.960302720327
680,286.3450033925564,-30032.938436959223
681,298.95609478366873,-30032.713346635785
682,299.1671993544249,-30032.721779336258
683,325.5969218222898,-30032.868583201485
684,313.4739095461714,-30032.882341670706
685,286.4366054400266,-30033.131476087725
686,295.7283638780636,-30033.594233425327
687,287.48592391981185,-30033.191371694695
688,278.77294431507283,-30033.757219025305
689,295.345037673167,-30033.556871781107
690,296.6812828746618,-30033.914333966128
691,261.66612153564296,-30034.062634011887
692,283.0499543677793,-30033.858103818882
693,297.4821512233615,-30033.85930183643
694,275.9796273880539,-30033.72498081723
695,304.86355506553747,-30033.56868893508
696,266.42673632682454,-30033.719876120926
697,310.02215662145846,-30033.630116343866
698,311.0475215098644,-30033.23552830394
699,307.8987725634439,-30033.315626801224
700,282.2145576702106,-30033.257742870082
701,283.64785151062915,-30033.96045276058
702,298.09338842496595,-30033.682022830733
703,284.6219035684014,-30033.81713819794
704,305.3368381314037,-30032.986630537896
705,307.7216458268746,-30033.548538341875
706,328.8625905502659,-30033.305114249426
707,285.9656207103947,-30033.559180570002
708,282.39239418971556,-30033.712313714102
709,287.13350462854555,-30034.112227380432
710,282.38328615350724,-30033.98597725654
711,292.0760579992518,-30033.80792290393
712,289.32312406307926,-30033.667260599366
713,297.1141925035775,-30033.458277553324
714,302.53909714119783,-30033.76504900083
715,301.7978546892954,-30033.511960715306
716,282.54255256982793,-30033.972258971735
717,328.40043761528756,-30033.416193295005
718,318.3396293854028,-30033.564319041976
719,305.02472983340454,-30033.302970163975
720,281.20183766272055,-30033.413735840473
721,305.18521623717174,-30033.11929972663
722,298.04379354782327,-30033.142238047
723,312.2924578650033,-30033.007365958816
724,302.21650346039104,-30032.65196135221
725,307.62473986002084,-30032.83805272057
726,294.8269124920852,-30033.31387119093
727,298.50937944302626,-30033.105292552515
728,315.3200083344972,-30032.793556604593
729,315.81664395248373,-30033.142559270844
730,303.45962545277877,-30032.81056278578
731,308.3139423395742,-30033.215479404516
732,287.200666939437,-30033.20821680215
733,306.35122677750553,-30033.57278365538
734,268.05577518257115,-30034.066165528984
735,292.49931720498944,-30033.822809119476
736,293.6328428471834,-30033.67748988055
